horse,career_runs,win_strike_rate
Irish Envoy (IRE),12,0.1666666666666666
Irish Fashion (GB),0,0.0
Irish Fighter (IRE),8,0.125
Irish Fire (IRE),2,0.0
Irish Flame (GB),14,0.0714285714285714
Irish Flame (NZ),6,0.0
Irish Freedom (USA),25,0.12
Irish Fusilier (IRE),2,0.0
Irish Girl (GB),0,0.0
Irish Girls Spirit (IRE),10,0.1
Irish Glitter (GB),3,0.0
Irish Glory (CHI),0,0.0
Irish Goodbye (IRE),1,1.0
Irish Hawke (IRE),19,0.1578947368421052
Irish Heatwave (USA),0,0.0
Irish Hill (GER),27,0.2962962962962963
Irish Honor (USA),0,0.0
Irish Ilie (FR),0,0.0
Irish Impulse (IRE),12,0.1666666666666666
Irish Incentive (IRE),5,0.0
Irish Jasper (USA),7,0.4285714285714285
Irish Jazz (IRE),1,0.0
Irish Kaldoun (FR),12,0.0833333333333333
Irish Ladys (IRE),1,0.0
Irish Lass (IRE),5,0.4
Irish Legend (IRE),9,0.3333333333333333
Irish Legionnaire (IRE),1,0.0
Irish Lion (IRE),2,0.0
Irish Lullaby (GB),22,0.2272727272727272
Irish Man (FR),2,0.0
Irish Master (IRE),5,0.0
Irish Maxima (USA),3,0.3333333333333333
Irish Meadow (USA),0,0.0
Irish Melody (IRE),6,0.0
Irish Mias (USA),2,0.0
Irish Millions (GB),11,0.0
Irish Minister (USA),41,0.024390243902439
Irish Mischief (USA),3,0.0
Irish Mission (CAN),0,0.0
Irish Moon (IRE),6,0.0
Irish Moon (JPN),0,0.0
Irish Moon (NZ),0,0.0
Irish Music (FR),3,0.0
Irish Mustard (GB),9,0.0
Irish Nectar (GB),27,0.1111111111111111
Irish Nonantais (FR),1,0.0
Irish Octave (IRE),34,0.2058823529411764
Irish Odyssey (IRE),10,0.1
Irish Optimism (IRE),8,0.25
Irish Panther (GB),15,0.1333333333333333
Irish Paul (USA),0,0.0
Irish Point (FR),11,0.5454545454545454
Irish Poseidon (GER),11,0.2727272727272727
Irish Pride (SAF),1,0.0
Irish Prince (IRE),7,0.0
Irish Prophecy (IRE),29,0.2068965517241379
Irish Prophet (USA),0,0.0
Irish Pub (URU),0,0.0
Irish Queen (FR),2,0.0
Irish Rambo (IRE),1,0.0
Irish Ranger (IRE),5,0.0
Irish Rebel (IRE),0,0.0
Irish Red (NZ),0,0.0
Irish Reel (IRE),9,0.0
Irish Reports (IRE),4,0.0
Irish Riviera (USA),0,0.0
Irish Rocket (GB),4,0.0
Irish Roe (IRE),30,0.2666666666666666
Irish Romance (IRE),1,0.0
Irish Rookie (IRE),10,0.0
Irish Rose (IRE),4,0.0
Irish Rumour (IRE),28,0.0357142857142857
Irish Saint (FR),7,0.1428571428571428
Irish Sally (AUS),0,0.0
Irish Sea (AUS),0,0.0
Irish Sea (IRE),2,0.0
Irish Sequel (IRE),0,0.0
Irish Sky (IRE),5,0.0
Irish Songs (AUS),9,0.0
Irish Soul (FR),0,0.0
Irish Soul (IRE),3,0.0
Irish Sovereign (IRE),10,0.2
Irish Spirit (USA),1,0.0
Irish Sport (FR),5,0.0
Irish Storm (FR),12,0.1666666666666666
Irish Strait (USA),10,0.1
Irish Surf (USA),1,0.0
Irish Sweeps (FR),1,0.0
Irish Sweepstakes (USA),1,0.0
Irish Territory (IRE),2,0.5
Irish Thistle (IRE),46,0.0217391304347826
Irish Times (GB),42,0.119047619047619
Irish Toffee (FR),6,0.0
Irish Tour (FR),2,0.0
Irish Trilogy (IRE),3,0.0
Irish Trip (FR),0,0.0
Irish Tweed (GB),0,0.0
Irish Unity (USA),0,0.0
Irish Valley (GER),4,0.0
Irish Vega (AUS),19,0.0
Irish Vocation (FR),5,0.6
Irish Wahine (USA),3,0.0
Irish War Cry (USA),10,0.3
Irish Willow (USA),0,0.0
Irish You Well (USA),1,0.0
Irishca De Thaix (FR),3,0.0
Irishcafe (FR),2,0.5
Irishiko (IRE),3,0.0
Irishkamaya (FR),32,0.0625
Irishman Mark (IRE),4,0.0
Iriskana (FR),9,0.1111111111111111
Iriss Dream (USA),0,0.0
Iriss Promise (GB),5,0.0
Iriss Spirit (GB),10,0.0
Irithea (AUS),17,0.0588235294117647
Irja Has (FR),16,0.0625
Irked (USA),1,0.0
Irkoutsk (FR),0,0.0
Irlanda (IRE),0,0.0
Irlandais (FR),5,0.0
Irlandais Intrigue (IRE),5,0.0
Irlandia (FR),6,0.3333333333333333
Irlanka (FR),1,0.0
Irmao Joao Has (FR),7,0.0
Irmina (FR),2,0.0
Irnova Has (FR),7,0.0
Irock De Viette (FR),0,0.0
Irogotoshi (JPN),2,0.0
Iroise Vallis (FR),2,0.5
Iroko (FR),17,0.2352941176470588
Irolin Jack (GB),3,0.0
Iromea (IRE),2,0.5
Iron Alex (USA),0,0.0
Iron Allen (FR),12,0.0833333333333333
Iron Arrow (GER),1,0.0
Iron Barks (FR),1,0.0
Iron Barows (JPN),14,0.0714285714285714
Iron Bird (GB),13,0.0769230769230769
Iron Blue (IRE),17,0.1176470588235294
Iron Born (FR),2,0.0
Iron Boss (AUS),2,0.0
Iron Boy (AUS),36,0.0277777777777777
Iron Bravo (AUS),7,0.0
Iron Bridge (IRE),20,0.25
Iron Butterfly (GB),8,0.25
Iron Butterfly (SWE),3,0.0
Iron Chancellor (IRE),5,0.0
Iron Claw (JPN),1,0.0
Iron DEx (FR),9,0.0
Iron De La Doucaie (FR),0,0.0
Iron Des Mottes (FR),2,0.0
Iron Dome (USA),1,0.0
Iron Dove (IRE),0,0.0
Iron Drill (USA),1,0.0
Iron Duke (GER),13,0.0769230769230769
Iron Fighter (NZ),2,0.0
Iron Fist (IRE),12,0.1666666666666666
Iron Fist (USA),8,0.125
Iron Forge (ARG),6,0.0
Iron Grace (AUS),0,0.0
Iron Hand (USA),0,0.0
Iron Hawk (AUS),1,0.0
Iron Heart (GB),52,0.1346153846153846
Iron Honor (USA),2,0.5
Iron Horse (BRZ),0,0.0
Iron Horse (GB),18,0.0555555555555555
Iron In The Soul (GB),6,0.0
Iron Islands (GB),5,0.0
Iron Kentucky (BRZ),1,0.0
Iron King (NZ),30,0.0666666666666666
Iron Lady (IRE),7,0.1428571428571428
Iron Legion (IRE),13,0.0769230769230769
Iron Lily (IRE),3,0.3333333333333333
Iron Lion (GB),16,0.25
Iron Major (IRE),6,0.1666666666666666
Iron Man (GER),1,0.0
Iron Man (IRE),1,0.0
Iron Man Cal (USA),2,0.5
Iron Mike (GB),27,0.037037037037037
Iron Mountain (USA),1,0.0
Iron On Fire (USA),0,0.0
Iron Orchard (USA),0,0.0
Iron Port (IRE),6,0.1666666666666666
Iron Power (USA),2,0.0
Iron Rob (USA),3,0.0
Iron Ryan (FR),13,0.0
Iron Sacre (FR),4,0.0
Iron Security (AUS),3,0.0
Iron Sheriff (IRE),53,0.0943396226415094
Iron Sky (GB),8,0.375
Iron Spirit (FR),36,0.0833333333333333
Iron Tailor (JPN),1,0.0
Iron Triumph (FR),0,0.0
Iron Will (NZ),2,0.0
Iron Wings (FR),4,0.0
Iron Wolf (GB),2,0.0
Iron Woman (IRE),5,0.0
Iron dEx (FR),9,0.1111111111111111
Ironclad (GB),15,0.1333333333333333
Irondale Express (GB),17,0.0588235294117647
Ironed Out (IRE),8,0.125
Ironedge (AUS),1,0.0
Ironheart (AUS),0,0.0
Ironhill (IRE),13,0.1538461538461538
Ironic Miss (AUS),1,0.0
Ironica De Thaix (FR),6,0.0
Ironico (USA),5,0.2
Ironicus (USA),7,0.5714285714285714
Ironie (GB),0,0.0
Ironie Du Lac (FR),16,0.0
Ironika (FR),0,0.0
Ironique (FR),2,0.0
Ironist (IRE),10,0.1
Ironman Des Places (FR),2,0.5
Ironopolis (IRE),13,0.0769230769230769
Ironor (FR),0,0.0
Ironside (IRE),27,0.0
Ironstone (CAN),8,0.125
Ironstone (IRE),14,0.0
Ironwil (IRE),0,0.0
Ironwill (IRE),4,0.5
Ironwithers (FR),6,0.5
Ironwood (FR),0,0.0
Irony Of Reality (USA),1,0.0
Iroseaboveitall (GB),5,0.0
Irouficar Has (FR),9,0.0
Irradiante (FR),1,0.0
Irradiate (IRE),6,0.1666666666666666
Irrational (CHI),0,0.0
Irredentist (IRE),2,0.0
Irregardless (IRE),12,0.0
Irregular Warfare (FR),3,0.6666666666666666
Irregularheartbeat (IRE),19,0.1052631578947368
Irrelevant (IRE),27,0.074074074074074
Irresistable (GB),6,0.0
Irresistable (POL),1,0.0
Irresistible Force (GB),2,0.0
Irresistible Force (USA),0,0.0
Irresistible Light (GER),0,0.0
Irresistible You (IRE),7,0.0
Irresistibles (FR),4,0.5
Irresitiblement (FR),1,0.0
Irreverent (GB),31,0.1290322580645161
Irrevocable (IRE),4,0.0
Irritator (USA),0,0.0
Irsaal (USA),0,0.0
Irshad (FR),3,0.3333333333333333
Irsis Pius (BRZ),0,0.0
Irska (FR),22,0.0909090909090909
Irska (IRE),4,0.0
Irtych (FR),21,0.0476190476190476
Irukandji (AUS),10,0.1
Irun Lord (FR),2,0.0
Irundo (FR),11,0.0909090909090909
Irupe (FR),3,0.0
Irv (IRE),64,0.078125
Irvana Has (FR),2,0.0
Irverness (BRZ),0,0.0
Irvine Lady (IRE),17,0.0
Irving (GB),11,0.2727272727272727
Irvings Girl (GB),2,0.0
Irwaniste (FR),0,0.0
Irwin (ARG),7,0.2857142857142857
Irwin (IRE),5,0.6
Iryna Del Flore (FR),1,0.0
Irynas Star (IRE),11,0.0
Is A Bombshell (AUS),2,0.0
Is A Real Champ (IRE),4,0.0
Is Arutas (IRE),0,0.0
Is Charlie Around (IRE),10,0.0
Is Fantastic (IRE),22,0.0
Is Herself About (IRE),5,0.0
Is I Right (IRE),12,0.0833333333333333
Is It Love (FR),3,0.0
Is It Me (AUS),3,0.3333333333333333
Is It Off (IRE),15,0.0
Is It Spectacular (AUS),0,0.0
Is Love Alive (GB),16,0.0625
Is She About (IRE),6,0.0
Is She Diesel (GB),14,0.1428571428571428
Is She Now (IRE),21,0.0
Is She Real (IRE),0,0.0
Is She The One (GB),4,0.0
Is So Cute Dimaria (FR),5,0.0
Is That Alright (IRE),0,0.0
Is That Love (IRE),61,0.1311475409836065
Is That Marmalade (IRE),17,0.0
Is That So (IRE),14,0.0
Is That So (NZ),0,0.0
Is This For Real (IRE),7,0.4285714285714285
Is This It (IRE),3,0.0
Is Tra (FR),0,0.0
Isa (FR),8,0.0
Isa Chil Runrun (JPN),1,0.0
Isa Rocket (AUS),0,0.0
Isaac (AUS),3,0.6666666666666666
Isaac Bell (IRE),15,0.2
Isaac DAubrelle (FR),15,0.2
Isaac Des Obeaux (FR),17,0.2941176470588235
Isaac Murphy (USA),1,0.0
Isaac Newton (IRE),5,0.2
Isaac Of York (FR),1,0.0
Isaac Shelby (GB),8,0.375
Isaac Wonder (IRE),23,0.0869565217391304
Isaacs Warrior (IRE),0,0.0
Isaacstown Lad (IRE),24,0.25
Isaak (FR),3,0.0
Isaan Queen (IRE),12,0.25
Isabe (FR),10,0.4
Isabeau (IRE),5,0.2
Isabel De Clare (GB),13,0.0
Isabel De Urbina (IRE),11,0.2727272727272727
Isabel La Catolica (URU),0,0.0
Isabela (FR),1,0.0
Isabella (IRE),14,0.1428571428571428
Isabella Bee (IRE),16,0.25
Isabella Beeton (GB),1,0.0
Isabella Bird (GB),5,0.0
Isabella Brant (FR),6,0.0
Isabella Castile (GB),8,0.125
Isabella Expert (GB),4,0.0
Isabella Giles (IRE),7,0.2857142857142857
Isabella Islay (GB),3,0.3333333333333333
Isabella Johnson (IRE),5,0.0
Isabella Liberty (FR),19,0.1578947368421052
Isabella Linton (IRE),0,0.0
Isabella Mayson (GB),13,0.0
Isabella Red (IRE),10,0.0
Isabella Ruby (GB),54,0.037037037037037
Isabella Sings (USA),11,0.3636363636363636
Isabella Swan (GB),8,0.375
Isabella Vici (IRE),3,0.0
Isabella Vite (IRE),9,0.0
Isabellas Girl (IRE),0,0.0
Isabelle (FR),3,0.0
Isabelle (USA),1,1.0
Isabelles Joy (USA),0,0.0
Isabellesprincess (IRE),12,0.0
Isabels Gold (IRE),19,0.0526315789473684
Isabels On It (GB),6,0.1666666666666666
Isabilia (IRE),0,0.0
Isacc (FR),17,0.0588235294117647
Isadora Duncan (PER),1,0.0
Isadora Great (URU),0,0.0
Isadoras Gift (GB),2,0.0
Isadreamer (IRE),1,0.0
Isagirl (FR),0,0.0
Isaiah (IRE),14,0.0714285714285714
Isakova (GB),0,0.0
Isaline De Chandou (FR),16,0.125
Isalys (FR),5,0.2
Isambard Brunel (USA),4,0.25
Isambard Kingdom (IRE),5,0.2
Isamol (GB),6,0.1666666666666666
Isango (GB),5,0.2
Isarak (FR),2,0.0
Isatis De LEcu (FR),0,0.0
Isatis Macalo (FR),1,0.0
Isaurian (AUS),4,0.0
Isayalittleprayer (GB),9,0.0
Isca (IRE),16,0.0625
Isca (SAF),1,0.0
Isca Augusta (IRE),0,0.0
Ischgl (IRE),1,0.0
Ischia (FR),4,0.0
Ischia (GB),11,0.0
Iscreamforicecream (FR),11,0.0
Iscreamuscream (USA),2,1.0
Isdaal (GB),4,0.25
Isden (FR),0,0.0
Isdistheone (IRE),9,0.0
Ise Lodge Babe (GB),4,0.0
Isea Du Brem (FR),0,0.0
Iseebreeze (IRE),26,0.0384615384615384
Iseemist (IRE),29,0.0689655172413793
Iseered Iseered (AUS),2,0.0
Isembrun (FR),0,0.0
Isemel (IRE),7,0.0
Isenay (FR),6,0.0
Iserman (FR),16,0.0625
Iset (FR),5,0.0
Isetta (GER),0,0.0
Iseult (FR),15,0.1333333333333333
Iseult Of Ireland (USA),7,0.1428571428571428
Isfahan (GER),4,0.5
Isfahani (GER),4,0.25
Isfana (GER),0,0.0
Isfand (GER),5,0.0
Ishakhan (TUR),0,0.0
Ishallak (GB),8,0.0
Ishan (FR),25,0.12
Ishani (GB),11,0.0
Isharah (USA),41,0.0975609756097561
Ishe Worth Agamble (GB),28,0.1071428571428571
Ishebayorgrey (IRE),76,0.131578947368421
Ishiamber (GB),8,0.125
Ishianicon (GB),1,0.0
Ishigati (IRE),7,0.0
Ishikawa (IRE),6,0.0
Ishimatsu (JPN),0,0.0
Ishimentor (IRE),3,0.0
Ishimine (NZ),0,0.0
Ishisoba (GB),0,0.0
Ishita (FR),1,0.0
Ishkhara Lady (GB),3,1.0
Ishnana (SAF),0,0.0
Isholo Du Vivien (FR),10,0.2
Ishraq (FR),12,0.0833333333333333
Ishtiah (USA),3,0.3333333333333333
Ishusharella (GB),4,0.0
Ishvara (GB),14,0.0714285714285714
Ishvara (NZ),27,0.0
Ishyaboi (IRE),18,0.0
Isidor (FR),0,0.0
Isidor (GER),2,0.5
Isidor Bonheur Yes (FR),4,0.0
Isidro (FR),6,0.1666666666666666
Isilane (FR),0,0.0
Isine (FR),0,0.0
Isis Blue (GB),18,0.1111111111111111
Isis DInor (FR),14,0.2857142857142857
Isis De Petiville (FR),4,0.0
Isitraininginparis (IRE),2,0.0
Isivunguvungu (SAF),3,0.3333333333333333
Isiwood (FR),0,0.0
Iskabeg Lane (IRE),30,0.0666666666666666
Iskaheen (IRE),9,0.0
Iskandar (IRE),6,0.0
Iskandar Pecos (FR),4,0.75
Iskandar Prince (USA),3,0.0
Iskandara (FR),3,0.0
Iskandarani (USA),8,0.0
Iskanderhon (USA),16,0.0
Iskanoer (FR),0,0.0
Iskar DAiry (FR),9,0.0
Iskar dAiry (FR),7,0.4285714285714285
Iskra (GB),1,0.0
Iskrabob (GB),4,0.0
Isla Anhelo (JPN),1,0.0
Isla Be On To You (IRE),2,0.0
Isla Bella (GB),21,0.0476190476190476
Isla Bonita (JPN),14,0.0714285714285714
Isla Coiba (IRE),0,0.0
Isla Columbretes (FR),1,0.0
Isla Credos (ARG),0,0.0
Isla De Elba (CHI),0,0.0
Isla De Flores (BRZ),1,0.0
Isla Del Sol (GB),3,0.3333333333333333
Isla Di Milano (IRE),14,0.0714285714285714
Isla Diamonds (GB),20,0.0
Isla Fernandos (IRE),5,0.0
Isla Gorriti (BRZ),3,0.0
Isla Jay (NZ),0,0.0
Isla Kai (IRE),30,0.2
Isla Mayfly (GB),1,0.0
Isla Pearl Fisher (GB),9,0.0
Isla Road (USA),0,0.0
Isla Rose (GB),4,0.0
Isla Skye (IRE),4,0.0
Isla Vista (GB),6,0.0
Isladaay (IRE),12,0.0
Island Affair (IRE),6,0.1666666666666666
Island Approach (FR),1,0.0
Island Authority (GB),5,0.0
Island Bandit (IRE),31,0.1935483870967742
Island Bay Boy (AUS),0,0.0
Island Bear (IRE),4,0.0
Island Brave (IRE),61,0.1967213114754098
Island Breezes (AUS),18,0.0
Island Bridge (IRE),6,0.0
Island Bright (AUS),5,0.0
Island Buddy (AUS),15,0.1333333333333333
Island Cloud (GB),20,0.15
Island Commish (USA),1,1.0
Island Confusion (IRE),4,0.0
Island Court (IRE),10,0.0
Island Cruise (IRE),3,0.0
Island Dec (AUS),2,0.0
Island Dream (AUS),0,0.0
Island Drive (IRE),2,0.5
Island Eddie (IRE),10,0.0
Island Emery (FR),0,0.0
Island Express (IRE),9,0.0
Island Falcon (IRE),4,0.5
Island Fantasy (GB),5,0.0
Island Fish (FR),0,0.0
Island Flame (IRE),39,0.1025641025641025
Island Flyer (AUS),12,0.0
Island Fox (GB),5,0.0
Island Getaway (IRE),1,0.0
Island Girl (IRE),6,0.0
Island Glen (USA),5,0.2
Island Glory (IRE),10,0.0
Island Gold (ARG),0,0.0
Island Golden (NZ),34,0.0588235294117647
Island Heights (IRE),19,0.2105263157894736
Island Hero (IRE),3,0.0
Island Hideaway (GB),5,0.2
Island Hopping (IRE),12,0.0833333333333333
Island In The Sky (IRE),12,0.0833333333333333
Island Jetaway (IRE),0,0.0
Island Joy (NZ),1,0.0
Island Jungle (IRE),8,0.0
Island King (IRE),4,0.0
Island Life (NZ),0,0.0
Island Luck (GB),7,0.0
Island Mahee (IRE),23,0.0869565217391304
Island Master (IRE),32,0.09375
Island McCoo (IRE),17,0.0588235294117647
Island Memory (GB),13,0.0
Island Missile (AUS),1,0.0
Island Mistress (SAF),0,0.0
Island Nation (IRE),16,0.1875
Island Native (IRE),31,0.0967741935483871
Island Ocean (GB),7,0.1428571428571428
Island Of Hope (IRE),4,0.0
Island Of Life (USA),20,0.2
Island Of Love (IRE),4,0.25
Island Of Skye (GB),26,0.1153846153846153
Island Peak (IRE),8,0.0
Island Reel (IRE),4,0.0
Island Remede (GB),18,0.0555555555555555
Island Rendezvous (IRE),6,0.0
Island Reward (USA),0,0.0
Island Rule (IRE),10,0.2
Island Rule I (IRE),1,0.0
Island Run (GB),21,0.0952380952380952
Island Saint (USA),1,0.0
Island Shine (NZ),33,0.0606060606060606
Island Song (IRE),34,0.2941176470588235
Island Song (USA),1,0.0
Island Sound (GB),15,0.0666666666666666
Island Star (IRE),6,0.1666666666666666
Island Storm (GER),0,0.0
Island Storm (IRE),12,0.1666666666666666
Island Sunshine (AUS),13,0.0
Island Surprise (NZ),27,0.037037037037037
Island Tap (USA),0,0.0
Island Town (USA),3,0.6666666666666666
Island Villa (IRE),42,0.0238095238095238
Island Vision (IRE),10,0.2
Island Warrior (IRE),3,0.3333333333333333
Island Winner (AUS),14,0.0714285714285714
Islandina (ARG),0,0.0
Islandio (ARG),2,0.0
Islandor (FR),0,0.0
Islandray (IRE),1,0.0
Islandsinthestream (IRE),4,0.5
Islanova (GB),6,0.0
Islas Dream (IRE),2,0.0
Islashoon (IRE),3,0.0
Islay Mist (GB),27,0.037037037037037
Islay Of Anglesey (IRE),3,0.0
Isle Be Ready (NZ),1,0.0
Isle De Bruzeau (FR),0,0.0
Isle De France (SAF),2,0.0
Isle Of Aron (GB),16,0.0625
Isle Of Avalon (IRE),6,0.1666666666666666
Isle Of Destiny (IRE),16,0.125
Isle Of Dreams (GB),18,0.3888888888888889
Isle Of Ewe (GB),5,0.2
Isle Of Fernandez (GB),7,0.1428571428571428
Isle Of Gold (IRE),6,0.0
Isle Of Hope (GB),7,0.0
Isle Of Illusion (GB),1,0.0
Isle Of Innisfree (USA),12,0.0833333333333333
Isle Of Jura (GB),13,0.6153846153846154
Isle Of Lismore (IRE),41,0.1463414634146341
Isle Of Man (GB),5,0.2
Isle Of Man (USA),0,0.0
Isle Of May (IRE),7,0.1428571428571428
Isle Of Mona (AUS),0,0.0
Isle Of Oir (IRE),3,0.0
Isle Of Paradise (GB),2,0.0
Isle Of Rona (GB),3,0.0
Isle Of Sark (USA),52,0.0576923076923076
Isle Of Shadows (IRE),7,0.0
Isle Of White (FR),1,0.0
Isle Of Wolves (GB),49,0.1020408163265306
Isle Road (IRE),17,0.1764705882352941
Isle View (IRE),2,0.0
Islebriand (FR),3,0.0
Isleofhopendreams (GB),15,0.1333333333333333
Isles Of Avalon (AUS),0,0.0
Isleta (FR),1,0.0
Islo (FR),3,0.0
IsmaTouch (FR),3,0.0
Ismael (FR),12,0.0833333333333333
Ismael Paint (FR),26,0.0769230769230769
Ismahane (GER),3,0.0
Ismane (FR),14,0.1428571428571428
Ismene (GER),4,0.0
Isneauville (FR),3,0.0
Isnt Dat Right (IRE),8,0.125
Isnt He Westie (IRE),1,0.0
Isnt It Ironic (GB),0,0.0
Isnt She Elegant (NZ),0,0.0
Isnt She Lovely (IRE),3,0.0
Isnt She Lovely (JPN),1,0.0
Isntshesomething (GB),34,0.088235294117647
Isobar Wind (IRE),15,0.2
Isobel Bleu (GB),7,0.0
Isobel Moore (GB),7,0.0
Isobels Charm (IRE),0,0.0
Isocrate (FR),12,0.0833333333333333
Isocrates (USA),0,0.0
Isodon (FR),11,0.0909090909090909
Isofass (USA),0,0.0
Isola Bella May (IRE),2,0.0
Isola Comacina (NZ),0,0.0
Isola Di Capri (FR),3,0.0
Isola Di Fiori (BRZ),0,0.0
Isola Felice (JPN),0,0.0
Isola Rossa (GB),20,0.15
Isolate (FR),20,0.2
Isolate (USA),3,0.3333333333333333
Isolator (IRE),0,0.0
Isolde (IRE),2,0.0
Isoldes Voice (IRE),1,0.0
Isole Canarie (IRE),5,0.2
Isoletta (GB),8,0.0
Isolina (USA),0,0.0
Isomer (USA),27,0.1111111111111111
Ison (GER),6,0.0
Isorich (AUS),2,0.0
Isosceles (IRE),12,0.0833333333333333
Isostatic (GB),3,0.0
Isotherm (USA),18,0.1111111111111111
Isotope (AUS),8,0.0
Isotope (IRE),27,0.074074074074074
Isotope (USA),0,0.0
Isotta (IRE),8,0.0
Isourbell (IRE),0,0.0
Ispahan (GB),10,0.1
Ispano Star (FR),11,0.0909090909090909
Ispanoza (FR),0,0.0
Isperia (FR),5,0.0
Isphan (SAF),2,0.0
Ispolini (GB),14,0.2857142857142857
Israa (FR),0,0.0
Israaj (IRE),3,0.0
Israel Champ (IRE),3,0.6666666666666666
Israfel (GB),10,0.1
Israr (GB),18,0.2777777777777778
Issa (ARG),0,0.0
Issadora (GB),1,0.0
Issam (FR),20,0.3
Issar dAiry (FR),19,0.2105263157894736
Issauroma (FR),0,0.0
Isshin Dotai (JPN),8,0.0
Isstoora (IRE),14,0.1428571428571428
Issu Des Planches (FR),2,0.0
Issue (GB),2,0.0
Issuing Authority (IRE),10,0.2
Isswara (GB),0,0.0
Issys Gift (GB),0,0.0
Istambul Du Breuil (FR),0,0.0
Istan (GB),6,0.1666666666666666
Istan Council (USA),1,0.0
Istanblue (FR),6,0.0
Istanbul (AUS),1,0.0
Istanbul (BHR),1,1.0
Istanbul (FR),0,0.0
Istanbul (IRE),4,0.25
Istanbul Bey (GB),19,0.1052631578947368
Istanbul Pasha (IRE),16,0.0625
Istanbul Sultan (IRE),5,0.2
Istanford (USA),1,0.0
Isthatrightkatie (IRE),2,0.0
Isthatu (GB),7,0.0
Isthebaropen (GB),25,0.2
Isthedreamalive (IRE),1,0.0
Isthereadifference (IRE),8,0.25
Isthereonemoreinme (IRE),7,0.0
Isthmus (AUS),2,0.0
Isti (FR),7,0.2857142857142857
Istibdad (FR),0,0.0
Istiklal (FR),0,0.0
Istimraar (IRE),57,0.0526315789473684
Istinfaar (USA),15,0.0666666666666666
Istiqlaal (GB),4,0.0
Istoire DEpices (FR),0,0.0
Istoria (GER),0,0.0
Istoria (IRE),7,0.1428571428571428
Istorius (FR),11,0.0
Isuspectjeu (NZ),1,0.0
Isyalia (FR),0,0.0
Isylphiric (FR),0,0.0
Isytowin (FR),0,0.0
It Aint (IRE),1,0.0
It Aint All Honey (AUS),0,0.0
It Aint Me (IRE),0,0.0
It Aint Two (GB),16,0.25
It Came To Pass (IRE),18,0.2777777777777778
It Can Be Done (IRE),1,0.0
It Can Be Done (USA),3,0.0
It Could Be You (IRE),44,0.0909090909090909
It Dont Come Easy (IRE),7,0.1428571428571428
It Girl (FR),0,0.0
It Girl (GB),1,0.0
It Had To Be Shaw (IRE),1,0.0
It Had To Be You (GB),3,0.0
It Has To Be (IRE),5,0.0
It Is Dejavu (USA),0,0.0
It Is I (IRE),4,0.0
It Is Law (IRE),0,0.0
It Is Now (GB),9,0.0
It Is What It Is (IRE),0,0.0
It Is Written (AUS),10,0.0
It Is Written (SAF),1,0.0
It Just Aint Right (GB),0,0.0
It Just Takes Time (IRE),68,0.1911764705882352
It Might Be You (IRE),28,0.0
It Must Be Faith (GB),78,0.1025641025641025
It Sure Is (IRE),4,0.0
It Takes Time (IRE),14,0.0714285714285714
It Takes Two (GB),1,0.0
It Tiz Well (USA),6,0.3333333333333333
It Was All A Dream (IRE),0,0.0
It Was Me (GB),0,0.0
It Was Meant To Be (USA),0,0.0
It Will Do Rightly (IRE),2,0.0
It Would Be You (GB),1,1.0
ItSarayday (AUS),1,0.0
Ita (AUS),3,0.0
Ita Cabo (GB),3,0.0
Ita Jeans (PER),0,0.0
Itacare (ARG),0,0.0
Itacare (FR),19,0.1578947368421052
Itaewon (FR),21,0.1904761904761904
Itagiba (BRZ),1,0.0
Itaintmebabe (IRE),7,0.1428571428571428
Ital Conti (FR),11,0.2727272727272727
Italia (FR),2,0.0
Italia (SPA),1,1.0
Italia Bella (AUS),0,0.0
Italia Wood (FR),1,0.0
Italiaana Le Dun (FR),7,0.2857142857142857
Italian Affair (AUS),0,0.0
Italian Beauty (IRE),24,0.2083333333333333
Italian Breeze (GB),8,0.125
Italian Cousin (IRE),0,0.0
Italian Flight (FR),8,0.0
Italian Heiress (GB),7,0.1428571428571428
Italian Legend (IRE),2,0.0
Italian Lover (IRE),5,0.0
Italian Magic (IRE),5,0.0
Italian River (GB),4,0.0
Italian Riviera (AUS),0,0.0
Italian Riviera (GB),29,0.2413793103448276
Italian Soiree (USA),6,0.1666666666666666
Italian Spirit (IRE),15,0.1333333333333333
Italian Summer (GB),3,0.0
Italian Symphony (IRE),0,0.0
Italian Tom (IRE),2,0.0
Italian Wedding (USA),0,0.0
Italiano (USA),0,0.0
Italica (GB),4,0.5
Italio (USA),0,0.0
Italo (FR),7,0.0
Italo Icon (ARG),0,0.0
